objective,graph
4.665,v 0 O v 1 C v 2 N v 3 C v 4 C v 5 C v 6 C v 7 N v 8 C v 9 C v 10 N v 11 C v 12 O v 13 C v 14 C v 15 C v 16 C v 17 S v 18 C v 19 C v 20 C v 21 Cl v 22 C v 23 C v 24 C v 25 C v 26 C v 27 N v 28 C v 29 Cl v 30 H v 31 H v 32 H v 33 H v 34 H v 35 H v 36 H v 37 H v 38 H v 39 H v 40 H v 41 H v 42 H v 43 H v 44 H v 45 H v 46 H v 47 H v 48 H e 0 1 = e 1 2 - e 1 23 - e 2 3 - e 2 30 - e 3 4 : e 3 22 : e 4 5 : e 4 31 - e 5 6 : e 5 32 - e 6 7 - e 6 20 : e 7 8 - e 7 19 - e 8 9 - e 8 33 - e 8 34 - e 9 10 - e 9 35 - e 9 36 - e 10 11 - e 10 18 - e 11 12 = e 11 13 - e 13 14 : e 13 17 : e 14 15 : e 14 37 - e 15 16 : e 15 38 - e 16 17 : e 16 39 - e 17 40 - e 18 19 - e 18 41 - e 18 42 - e 19 43 - e 19 44 - e 20 21 - e 20 22 : e 22 45 - e 23 24 : e 23 28 : e 24 25 : e 24 46 - e 25 26 : e 25 47 - e 26 27 : e 26 48 - e 27 28 : e 28 29 -
4.951,v 0 C v 1 C v 2 C v 3 C v 4 C v 5 C v 6 C v 7 C v 8 N v 9 C v 10 O v 11 C v 12 C v 13 N v 14 C v 15 C v 16 C v 17 Cl v 18 C v 19 C v 20 Cl v 21 C v 22 S v 23 C v 24 O v 25 O v 26 C v 27 C v 28 C v 29 H v 30 H v 31 H v 32 H v 33 H v 34 H v 35 H v 36 H v 37 H v 38 H v 39 H v 40 H v 41 H v 42 H v 43 H v 44 H v 45 H v 46 H v 47 H v 48 H v 49 H v 50 H v 51 H v 52 H v 53 H v 54 H e 0 1 - e 0 29 - e 0 30 - e 0 31 - e 1 2 : e 1 27 : e 2 3 : e 2 32 - e 3 4 - e 3 5 : e 4 33 - e 4 34 - e 4 35 - e 5 6 - e 5 26 : e 6 7 - e 6 8 - e 6 36 - e 7 37 - e 7 38 - e 7 39 - e 8 9 - e 8 40 - e 9 10 = e 9 11 - e 11 12 - e 11 13 - e 11 41 - e 12 42 - e 12 43 - e 12 44 - e 13 14 - e 13 22 - e 14 15 : e 14 21 : e 15 16 : e 15 45 - e 16 17 - e 16 18 : e 18 19 : e 18 46 - e 19 20 - e 19 21 : e 21 47 - e 22 23 - e 22 24 = e 22 25 = e 23 48 - e 23 49 - e 23 50 - e 26 27 : e 26 51 - e 27 28 - e 28 52 - e 28 53 - e 28 54 -
4.704,v 0 C v 1 O v 2 C v 3 C v 4 C v 5 C v 6 O v 7 C v 8 C v 9 N v 10 N v 11 C v 12 S v 13 C v 14 C v 15 O v 16 N v 17 C v 18 C v 19 C v 20 C v 21 C v 22 C v 23 N v 24 C v 25 C v 26 C v 27 C v 28 C v 29 C v 30 C v 31 C v 32 C v 33 H v 34 H v 35 H v 36 H v 37 H v 38 H v 39 H v 40 H v 41 H v 42 H v 43 H v 44 H v 45 H v 46 H v 47 H v 48 H v 49 H v 50 H v 51 H v 52 H v 53 H v 54 H v 55 H v 56 H v 57 H v 58 H v 59 H v 60 H v 61 H v 62 H v 63 H e 0 1 - e 0 33 - e 0 34 - e 0 35 - e 1 2 - e 2 3 : e 2 32 : e 3 4 : e 3 36 - e 4 5 : e 4 37 - e 5 6 - e 5 31 : e 6 7 - e 7 8 - e 7 38 - e 7 39 - e 8 9 - e 8 23 - e 9 10 - e 10 11 - e 11 12 - e 11 23 - e 12 13 - e 13 14 - e 13 40 - e 13 41 - e 14 15 = e 14 16 - e 16 17 - e 16 42 - e 17 18 - e 17 22 - e 17 43 - e 18 19 - e 18 44 - e 18 45 - e 19 20 - e 19 46 - e 19 47 - e 20 21 - e 20 48 - e 20 49 - e 21 22 - e 21 50 - e 21 51 - e 22 52 - e 22 53 - e 23 24 - e 23 54 - e 24 25 : e 24 29 : e 25 26 : e 25 55 - e 26 27 : e 26 56 - e 27 28 : e 27 57 - e 28 29 : e 28 58 - e 29 30 - e 30 59 - e 30 60 - e 30 61 - e 31 32 : e 31 62 - e 32 63 -
4.582,v 0 C v 1 C v 2 N v 3 N v 4 C v 5 C v 6 C v 7 C v 8 C v 9 F v 10 C v 11 C v 12 C v 13 C v 14 C v 15 N v 16 C v 17 O v 18 C v 19 C v 20 C v 21 C v 22 C v 23 C v 24 C v 25 C v 26 Br v 27 C v 28 N v 29 O v 30 H v 31 H v 32 H v 33 H v 34 H v 35 H v 36 H v 37 H v 38 H v 39 H v 40 H v 41 H v 42 H v 43 H v 44 H v 45 H v 46 H v 47 H v 48 H v 49 H v 50 H e 0 1 - e 0 30 - e 0 31 - e 0 32 - e 1 2 - e 1 14 - e 2 3 - e 3 4 - e 3 12 - e 3 33 - e 4 5 - e 4 34 - e 4 35 - e 5 6 : e 5 11 : e 6 7 : e 6 36 - e 7 8 : e 7 37 - e 8 9 - e 8 10 : e 10 11 : e 10 38 - e 11 39 - e 12 13 - e 12 14 - e 13 40 - e 13 41 - e 13 42 - e 14 15 - e 15 16 - e 15 43 - e 16 17 = e 16 18 - e 18 19 - e 18 29 - e 18 44 - e 19 20 - e 19 45 - e 19 46 - e 20 21 - e 20 28 = e 21 22 : e 21 27 : e 22 23 : e 22 47 - e 23 24 : e 23 48 - e 24 25 : e 24 49 - e 25 26 - e 25 27 : e 27 50 - e 28 29 -
4.546,v 0 C v 1 O v 2 C v 3 C v 4 C v 5 C v 6 C v 7 N v 8 C v 9 N v 10 C v 11 C v 12 C v 13 C v 14 C v 15 C v 16 S v 17 C v 18 C v 19 C v 20 O v 21 N v 22 C v 23 C v 24 C v 25 C v 26 C v 27 C v 28 O v 29 C v 30 C v 31 O v 32 C v 33 C v 34 H v 35 H v 36 H v 37 H v 38 H v 39 H v 40 H v 41 H v 42 H v 43 H v 44 H v 45 H v 46 H v 47 H v 48 H v 49 H v 50 H v 51 H v 52 H v 53 H v 54 H v 55 H v 56 H v 57 H v 58 H e 0 1 - e 0 34 - e 0 35 - e 0 36 - e 1 2 - e 2 3 : e 2 33 : e 3 4 : e 3 37 - e 4 5 : e 4 38 - e 5 6 - e 5 32 : e 6 7 - e 6 39 - e 6 40 - e 7 8 - e 7 41 - e 8 9 = e 8 16 - e 9 10 - e 10 11 : e 10 15 : e 11 12 : e 11 42 - e 12 13 : e 12 43 - e 13 14 : e 13 44 - e 14 15 : e 14 45 - e 15 46 - e 16 17 - e 17 18 - e 17 30 - e 17 47 - e 18 19 - e 18 48 - e 18 49 - e 19 20 = e 19 21 - e 21 22 - e 21 30 - e 22 23 : e 22 27 : e 23 24 : e 23 50 - e 24 25 : e 24 51 - e 25 26 : e 25 52 - e 26 27 : e 26 53 - e 27 28 - e 28 29 - e 29 54 - e 29 55 - e 29 56 - e 30 31 = e 32 33 : e 32 57 - e 33 58 -
4.563,v 0 C v 1 C v 2 C v 3 C v 4 O v 5 N v 6 C v 7 C v 8 N v 9 C v 10 C v 11 C v 12 C v 13 F v 14 C v 15 C v 16 C v 17 C v 18 C v 19 C v 20 C v 21 C v 22 C v 23 C v 24 Cl v 25 C v 26 Cl v 27 C v 28 C v 29 N v 30 C v 31 N v 32 O v 33 H v 34 H v 35 H v 36 H v 37 H v 38 H v 39 H v 40 H v 41 H v 42 H v 43 H v 44 H v 45 H v 46 H v 47 H v 48 H v 49 H v 50 H v 51 H v 52 H v 53 H e 0 1 - e 0 33 - e 0 34 - e 0 35 - e 1 2 = e 1 32 - e 2 3 - e 2 18 - e 3 4 = e 3 5 - e 5 6 - e 5 17 - e 6 7 - e 6 36 - e 6 37 - e 7 8 - e 7 38 - e 7 39 - e 8 9 - e 8 16 - e 9 10 : e 9 15 : e 10 11 : e 10 40 - e 11 12 : e 11 41 - e 12 13 - e 12 14 : e 14 15 : e 14 42 - e 15 43 - e 16 17 - e 16 44 - e 16 45 - e 17 46 - e 17 47 - e 18 19 - e 18 27 - e 18 48 - e 19 20 : e 19 25 : e 20 21 : e 20 49 - e 21 22 : e 21 50 - e 22 23 : e 22 51 - e 23 24 - e 23 25 : e 25 26 - e 27 28 - e 27 30 = e 28 29 # e 30 31 - e 30 32 - e 31 52 - e 31 53 -
4.552,v 0 C v 1 C v 2 C v 3 N v 4 C v 5 O v 6 C v 7 C v 8 N v 9 C v 10 C v 11 C v 12 C v 13 C v 14 C v 15 Br v 16 C v 17 C v 18 O v 19 C v 20 C v 21 C v 22 O v 23 C v 24 C v 25 C v 26 C v 27 C v 28 C v 29 H v 30 H v 31 H v 32 H v 33 H v 34 H v 35 H v 36 H v 37 H v 38 H v 39 H v 40 H v 41 H v 42 H v 43 H v 44 H v 45 H v 46 H v 47 H v 48 H v 49 H v 50 H v 51 H v 52 H v 53 H v 54 H v 55 H v 56 H v 57 H e 0 1 - e 0 29 - e 0 30 - e 0 31 - e 1 2 - e 1 32 - e 1 33 - e 2 3 - e 2 34 - e 2 35 - e 3 4 - e 3 36 - e 4 5 = e 4 6 - e 6 7 - e 6 8 - e 6 37 - e 7 38 - e 7 39 - e 7 40 - e 8 9 - e 8 17 - e 9 10 - e 9 41 - e 9 42 - e 10 11 : e 10 16 : e 11 12 : e 11 43 - e 12 13 : e 12 44 - e 13 14 : e 13 45 - e 14 15 - e 14 16 : e 16 46 - e 17 18 = e 17 19 - e 19 20 - e 19 47 - e 19 48 - e 20 21 - e 20 49 - e 20 50 - e 21 22 - e 21 51 - e 21 52 - e 22 23 - e 23 24 : e 23 28 : e 24 25 : e 24 53 - e 25 26 : e 25 54 - e 26 27 : e 26 55 - e 27 28 : e 27 56 - e 28 57 -
4.869,v 0 O v 1 C v 2 C v 3 C v 4 C v 5 C v 6 C v 7 C v 8 S v 9 N v 10 C v 11 C v 12 N v 13 C v 14 C v 15 C v 16 C v 17 F v 18 C v 19 C v 20 C v 21 C v 22 S v 23 C v 24 N v 25 C v 26 C v 27 C v 28 C v 29 C v 30 O v 31 N v 32 N v 33 H v 34 H v 35 H v 36 H v 37 H v 38 H v 39 H v 40 H v 41 H v 42 H v 43 H v 44 H v 45 H v 46 H v 47 H v 48 H v 49 H v 50 H v 51 H v 52 H v 53 H v 54 H e 0 1 - e 0 33 - e 1 2 : e 1 32 : e 2 3 - e 2 22 : e 3 4 - e 3 9 - e 3 34 - e 4 5 : e 4 8 : e 5 6 : e 5 35 - e 6 7 : e 6 36 - e 7 8 : e 7 37 - e 8 38 - e 9 10 - e 9 21 - e 10 11 - e 10 39 - e 10 40 - e 11 12 - e 11 41 - e 11 42 - e 12 13 - e 12 20 - e 13 14 : e 13 19 : e 14 15 : e 14 43 - e 15 16 : e 15 44 - e 16 17 - e 16 18 : e 18 19 : e 18 45 - e 19 46 - e 20 21 - e 20 47 - e 20 48 - e 21 49 - e 21 50 - e 22 23 : e 22 51 - e 23 24 - e 23 32 : e 24 25 - e 25 26 - e 25 31 - e 26 27 : e 26 30 : e 27 28 : e 27 52 - e 28 29 : e 28 53 - e 29 30 : e 29 54 - e 31 32 -
4.773,v 0 O v 1 S v 2 O v 3 C v 4 C v 5 N v 6 C v 7 S v 8 C v 9 C v 10 C v 11 C v 12 C v 13 C v 14 C v 15 F v 16 N v 17 C v 18 C v 19 C v 20 C v 21 F v 22 F v 23 F v 24 C v 25 C v 26 C v 27 Cl v 28 C v 29 C v 30 H v 31 H v 32 H v 33 H v 34 H v 35 H v 36 H v 37 H v 38 H v 39 H v 40 H v 41 H v 42 H v 43 H v 44 H e 0 1 = e 1 2 = e 1 3 - e 1 29 - e 3 4 - e 3 30 - e 3 31 - e 4 5 - e 4 28 - e 4 32 - e 5 6 = e 6 7 - e 6 16 - e 7 8 - e 8 9 - e 8 33 - e 8 34 - e 9 10 : e 9 14 : e 10 11 : e 10 35 - e 11 12 : e 11 36 - e 12 13 : e 12 37 - e 13 14 : e 13 38 - e 14 15 - e 16 17 - e 16 28 - e 17 18 : e 17 26 : e 18 19 : e 18 39 - e 19 20 - e 19 24 : e 20 21 - e 20 22 - e 20 23 - e 24 25 : e 24 40 - e 25 26 : e 25 41 - e 26 27 - e 28 29 - e 28 42 - e 29 43 - e 29 44 -
4.789,v 0 C v 1 C v 2 N v 3 C v 4 O v 5 C v 6 N v 7 C v 8 C v 9 C v 10 C v 11 C v 12 C v 13 S v 14 O v 15 O v 16 C v 17 C v 18 C v 19 C v 20 F v 21 C v 22 C v 23 C v 24 C v 25 C v 26 C v 27 Br v 28 C v 29 C v 30 H v 31 H v 32 H v 33 H v 34 H v 35 H v 36 H v 37 H v 38 H v 39 H v 40 H v 41 H v 42 H v 43 H v 44 H v 45 H v 46 H v 47 H v 48 H v 49 H v 50 H v 51 H v 52 H v 53 H v 54 H v 55 H e 0 1 - e 0 30 - e 0 31 - e 0 32 - e 1 2 - e 1 23 - e 1 33 - e 2 3 - e 2 34 - e 3 4 = e 3 5 - e 5 6 - e 5 35 - e 5 36 - e 6 7 - e 6 13 - e 7 8 - e 7 12 - e 7 37 - e 8 9 - e 8 38 - e 8 39 - e 9 10 - e 9 40 - e 9 41 - e 10 11 - e 10 42 - e 10 43 - e 11 12 - e 11 44 - e 11 45 - e 12 46 - e 12 47 - e 13 14 = e 13 15 = e 13 16 - e 16 17 : e 16 22 : e 17 18 : e 17 48 - e 18 19 : e 18 49 - e 19 20 - e 19 21 : e 21 22 : e 21 50 - e 22 51 - e 23 24 : e 23 29 : e 24 25 : e 24 52 - e 25 26 : e 25 53 - e 26 27 - e 26 28 : e 28 29 : e 28 54 - e 29 55 -
4.513,v 0 O v 1 C v 2 N v 3 C v 4 C v 5 C v 6 C v 7 C v 8 C v 9 C v 10 C v 11 C v 12 N v 13 C v 14 C v 15 C v 16 C v 17 C v 18 C v 19 O v 20 N v 21 C v 22 C v 23 C v 24 C v 25 C v 26 C v 27 C v 28 C v 29 C v 30 C v 31 C v 32 C v 33 O v 34 H v 35 H v 36 H v 37 H v 38 H v 39 H v 40 H v 41 H v 42 H v 43 H v 44 H v 45 H v 46 H v 47 H v 48 H v 49 H v 50 H v 51 H v 52 H v 53 H v 54 H v 55 H v 56 H v 57 H v 58 H v 59 H v 60 H v 61 H v 62 H v 63 H v 64 H v 65 H v 66 H v 67 H v 68 H v 69 H e 0 1 = e 1 2 - e 1 10 - e 2 3 - e 2 34 - e 3 4 - e 3 35 - e 3 36 - e 4 5 - e 4 9 - e 4 37 - e 5 6 - e 5 38 - e 5 39 - e 6 7 - e 6 40 - e 6 41 - e 7 8 - e 7 42 - e 7 43 - e 8 9 - e 8 44 - e 8 45 - e 9 46 - e 9 47 - e 10 11 - e 10 32 - e 11 12 - e 11 48 - e 12 13 - e 12 16 - e 12 49 - e 13 14 - e 13 15 - e 13 50 - e 14 15 - e 14 51 - e 14 52 - e 15 53 - e 15 54 - e 16 17 - e 16 55 - e 17 18 - e 17 32 - e 18 19 = e 18 20 - e 20 21 - e 20 31 - e 21 22 - e 21 56 - e 21 57 - e 22 23 - e 22 58 - e 22 59 - e 23 24 - e 23 60 - e 23 61 - e 24 25 - e 24 31 - e 24 62 - e 25 26 : e 25 30 : e 26 27 : e 26 63 - e 27 28 : e 27 64 - e 28 29 : e 28 65 - e 29 30 : e 29 66 - e 30 67 - e 31 68 - e 31 69 - e 32 33 =
4.627,v 0 C v 1 N v 2 C v 3 C v 4 C v 5 C v 6 C v 7 C v 8 C v 9 O v 10 N v 11 C v 12 C v 13 C v 14 C v 15 N v 16 C v 17 C v 18 C v 19 O v 20 N v 21 C v 22 C v 23 C v 24 C v 25 C v 26 C v 27 C v 28 C v 29 C v 30 C v 31 C v 32 C v 33 C v 34 H v 35 H v 36 H v 37 H v 38 H v 39 H v 40 H v 41 H v 42 H v 43 H v 44 H v 45 H v 46 H v 47 H v 48 H v 49 H v 50 H v 51 H v 52 H v 53 H v 54 H v 55 H v 56 H v 57 H v 58 H v 59 H v 60 H v 61 H v 62 H v 63 H v 64 H v 65 H v 66 H e 0 1 - e 0 34 - e 0 35 - e 0 36 - e 1 2 - e 1 33 - e 2 3 : e 2 7 : e 3 4 : e 3 37 - e 4 5 : e 4 38 - e 5 6 : e 5 39 - e 6 7 : e 6 40 - e 7 8 - e 8 9 = e 8 10 - e 10 11 - e 10 33 - e 11 12 - e 11 41 - e 11 42 - e 12 13 - e 12 43 - e 12 44 - e 13 14 - e 13 32 - e 14 15 - e 14 33 - e 15 16 - e 15 27 - e 15 45 - e 16 17 - e 16 46 - e 16 47 - e 17 18 - e 17 48 - e 17 49 - e 18 19 = e 18 20 - e 20 21 - e 20 50 - e 21 22 - e 21 26 - e 21 51 - e 22 23 - e 22 52 - e 22 53 - e 23 24 - e 23 54 - e 23 55 - e 24 25 - e 24 56 - e 24 57 - e 25 26 - e 25 58 - e 25 59 - e 26 60 - e 26 61 - e 27 28 : e 27 32 : e 28 29 : e 28 62 - e 29 30 : e 29 63 - e 30 31 : e 30 64 - e 31 32 : e 31 65 - e 33 66 -
4.562,v 0 C v 1 C v 2 C v 3 C v 4 C v 5 N v 6 C v 7 O v 8 C v 9 O v 10 N v 11 N v 12 C v 13 C v 14 C v 15 C v 16 C v 17 N v 18 C v 19 C v 20 C v 21 C v 22 Br v 23 C v 24 C v 25 C v 26 C v 27 C v 28 C v 29 C v 30 H v 31 H v 32 H v 33 H v 34 H v 35 H v 36 H v 37 H v 38 H v 39 H v 40 H v 41 H v 42 H v 43 H v 44 H v 45 H v 46 H v 47 H v 48 H v 49 H v 50 H v 51 H v 52 H v 53 H e 0 1 - e 0 30 - e 0 31 - e 0 32 - e 1 2 : e 1 28 : e 2 3 : e 2 33 - e 3 4 : e 3 34 - e 4 5 - e 4 27 : e 5 6 - e 5 35 - e 6 7 = e 6 8 - e 8 9 = e 8 10 - e 10 11 - e 10 36 - e 11 12 = e 12 13 - e 12 37 - e 13 14 - e 13 25 - e 14 15 - e 14 38 - e 15 16 - e 15 17 - e 16 39 - e 16 40 - e 16 41 - e 17 18 - e 17 25 - e 17 42 - e 18 19 : e 18 24 : e 19 20 : e 19 43 - e 20 21 : e 20 44 - e 21 22 - e 21 23 : e 23 24 : e 23 45 - e 24 46 - e 25 26 - e 26 47 - e 26 48 - e 26 49 - e 27 28 : e 27 50 - e 28 29 - e 29 51 - e 29 52 - e 29 53 -
4.642,v 0 O v 1 C v 2 N v 3 C v 4 C v 5 C v 6 C v 7 Br v 8 C v 9 C v 10 C v 11 C v 12 C v 13 C v 14 N v 15 S v 16 O v 17 O v 18 C v 19 C v 20 C v 21 C v 22 C v 23 C v 24 C v 25 C v 26 C v 27 C v 28 C v 29 H v 30 H v 31 H v 32 H v 33 H v 34 H v 35 H v 36 H v 37 H v 38 H v 39 H v 40 H v 41 H v 42 H v 43 H v 44 H v 45 H v 46 H v 47 H v 48 H v 49 H e 0 1 = e 1 2 - e 1 10 - e 2 3 - e 2 29 - e 3 4 : e 3 9 : e 4 5 : e 4 30 - e 5 6 : e 5 31 - e 6 7 - e 6 8 : e 8 9 : e 8 32 - e 9 33 - e 10 11 - e 10 28 - e 10 34 - e 11 12 - e 11 35 - e 11 36 - e 12 13 - e 12 37 - e 12 38 - e 13 14 - e 13 39 - e 13 40 - e 14 15 - e 14 28 - e 15 16 = e 15 17 = e 15 18 - e 18 19 : e 18 27 : e 19 20 : e 19 41 - e 20 21 : e 20 42 - e 21 22 : e 21 26 : e 22 23 : e 22 43 - e 23 24 : e 23 44 - e 24 25 : e 24 45 - e 25 26 : e 25 46 - e 26 27 : e 27 47 - e 28 48 - e 28 49 -
4.761,v 0 C v 1 O v 2 C v 3 O v 4 C v 5 C v 6 C v 7 C v 8 S v 9 C v 10 N v 11 C v 12 S v 13 N v 14 C v 15 C v 16 C v 17 C v 18 N v 19 S v 20 O v 21 O v 22 C v 23 C v 24 C v 25 C v 26 C v 27 C v 28 C v 29 C v 30 C v 31 H v 32 H v 33 H v 34 H v 35 H v 36 H v 37 H v 38 H v 39 H v 40 H v 41 H v 42 H v 43 H v 44 H v 45 H v 46 H v 47 H v 48 H v 49 H v 50 H v 51 H v 52 H e 0 1 - e 0 31 - e 0 32 - e 0 33 - e 1 2 - e 2 3 = e 2 4 - e 4 5 : e 4 9 : e 5 6 : e 5 34 - e 6 7 - e 6 8 : e 7 35 - e 7 36 - e 7 37 - e 8 9 : e 8 38 - e 9 10 - e 10 11 - e 10 39 - e 11 12 = e 11 13 - e 13 14 - e 13 40 - e 14 15 : e 14 30 : e 15 16 : e 15 41 - e 16 17 : e 16 42 - e 17 18 - e 17 29 : e 18 19 - e 18 43 - e 19 20 = e 19 21 = e 19 22 - e 22 23 : e 22 28 : e 23 24 : e 23 44 - e 24 25 : e 24 45 - e 25 26 - e 25 27 : e 26 46 - e 26 47 - e 26 48 - e 27 28 : e 27 49 - e 28 50 - e 29 30 : e 29 51 - e 30 52 -
4.583,v 0 O v 1 C v 2 C v 3 C v 4 C v 5 C v 6 C v 7 C v 8 N v 9 C v 10 C v 11 N v 12 C v 13 C v 14 C v 15 C v 16 C v 17 C v 18 C v 19 O v 20 C v 21 C v 22 C v 23 C v 24 Br v 25 C v 26 C v 27 C v 28 O v 29 H v 30 H v 31 H v 32 H v 33 H v 34 H v 35 H v 36 H v 37 H v 38 H v 39 H v 40 H v 41 H v 42 H v 43 H v 44 H v 45 H v 46 H v 47 H v 48 H v 49 H v 50 H v 51 H e 0 1 - e 0 29 - e 1 2 : e 1 6 : e 2 3 : e 2 30 - e 3 4 : e 3 31 - e 4 5 : e 4 32 - e 5 6 : e 5 33 - e 6 7 - e 7 8 - e 7 34 - e 7 35 - e 8 9 - e 8 20 - e 9 10 - e 9 36 - e 9 37 - e 10 11 - e 10 38 - e 10 39 - e 11 12 - e 11 20 - e 12 13 - e 12 40 - e 12 41 - e 13 14 : e 13 18 : e 14 15 : e 14 42 - e 15 16 : e 15 43 - e 16 17 : e 16 44 - e 17 18 : e 17 45 - e 18 19 - e 19 46 - e 20 21 - e 20 47 - e 21 22 : e 21 27 : e 22 23 : e 22 48 - e 23 24 - e 23 25 : e 25 26 : e 25 49 - e 26 27 : e 26 50 - e 27 28 - e 28 51 -
4.801,v 0 C v 1 C v 2 N v 3 C v 4 C v 5 C v 6 C v 7 C v 8 C v 9 S v 10 O v 11 O v 12 C v 13 C v 14 C v 15 C v 16 C v 17 O v 18 N v 19 C v 20 N v 21 C v 22 C v 23 C v 24 C v 25 C v 26 N v 27 C v 28 C v 29 S v 30 C v 31 C v 32 H v 33 H v 34 H v 35 H v 36 H v 37 H v 38 H v 39 H v 40 H v 41 H v 42 H v 43 H v 44 H v 45 H v 46 H v 47 H v 48 H v 49 H v 50 H v 51 H v 52 H v 53 H v 54 H v 55 H v 56 H v 57 H v 58 H e 0 1 - e 0 32 - e 0 33 - e 0 34 - e 1 2 - e 1 35 - e 1 36 - e 2 3 - e 2 9 - e 3 4 - e 3 8 - e 3 37 - e 4 5 - e 4 38 - e 4 39 - e 5 6 - e 5 40 - e 5 41 - e 6 7 - e 6 42 - e 6 43 - e 7 8 - e 7 44 - e 7 45 - e 8 46 - e 8 47 - e 9 10 = e 9 11 = e 9 12 - e 12 13 : e 12 31 : e 13 14 : e 13 48 - e 14 15 : e 14 49 - e 15 16 - e 15 30 : e 16 17 = e 16 18 - e 18 19 - e 18 50 - e 19 20 : e 19 29 : e 20 21 : e 21 22 - e 21 28 : e 22 23 : e 22 27 : e 23 24 : e 23 51 - e 24 25 : e 24 52 - e 25 26 : e 25 53 - e 26 27 : e 27 54 - e 28 29 : e 28 55 - e 29 56 - e 30 31 : e 30 57 - e 31 58 -
4.532,v 0 C v 1 O v 2 C v 3 C v 4 C v 5 C v 6 C v 7 N v 8 S v 9 O v 10 O v 11 C v 12 C v 13 C v 14 C v 15 O v 16 C v 17 C v 18 O v 19 N v 20 C v 21 C v 22 C v 23 C v 24 C v 25 F v 26 F v 27 F v 28 C v 29 C v 30 C v 31 C v 32 C v 33 H v 34 H v 35 H v 36 H v 37 H v 38 H v 39 H v 40 H v 41 H v 42 H v 43 H v 44 H v 45 H v 46 H v 47 H v 48 H v 49 H v 50 H v 51 H e 0 1 - e 0 33 - e 0 34 - e 0 35 - e 1 2 - e 2 3 : e 2 32 : e 3 4 : e 3 36 - e 4 5 : e 4 37 - e 5 6 : e 5 38 - e 6 7 - e 6 32 : e 7 8 - e 7 39 - e 8 9 = e 8 10 = e 8 11 - e 11 12 : e 11 31 : e 12 13 : e 12 40 - e 13 14 : e 13 41 - e 14 15 - e 14 30 : e 15 16 - e 16 17 - e 16 42 - e 16 43 - e 17 18 = e 17 19 - e 19 20 - e 19 44 - e 20 21 : e 20 29 : e 21 22 : e 21 45 - e 22 23 : e 22 46 - e 23 24 - e 23 28 : e 24 25 - e 24 26 - e 24 27 - e 28 29 : e 28 47 - e 29 48 - e 30 31 : e 30 49 - e 31 50 - e 32 51 -
4.987,v 0 C v 1 O v 2 C v 3 C v 4 C v 5 C v 6 N v 7 C v 8 C v 9 C v 10 O v 11 N v 12 N v 13 C v 14 C v 15 C v 16 C v 17 C v 18 C v 19 C v 20 O v 21 C v 22 C v 23 C v 24 C v 25 C v 26 Br v 27 C v 28 C v 29 C v 30 C v 31 H v 32 H v 33 H v 34 H v 35 H v 36 H v 37 H v 38 H v 39 H v 40 H v 41 H v 42 H v 43 H v 44 H v 45 H v 46 H v 47 H v 48 H v 49 H v 50 H v 51 H v 52 H v 53 H v 54 H e 0 1 - e 0 31 - e 0 32 - e 0 33 - e 1 2 - e 2 3 : e 2 30 : e 3 4 : e 3 34 - e 4 5 : e 4 35 - e 5 6 - e 5 29 : e 6 7 - e 6 36 - e 7 8 - e 7 9 - e 7 37 - e 8 38 - e 8 39 - e 8 40 - e 9 10 = e 9 11 - e 11 12 - e 11 41 - e 12 13 = e 13 14 - e 13 42 - e 14 15 : e 14 19 : e 15 16 : e 15 43 - e 16 17 : e 16 44 - e 17 18 : e 17 45 - e 18 19 : e 18 46 - e 19 20 - e 20 21 - e 21 22 - e 21 47 - e 21 48 - e 22 23 : e 22 28 : e 23 24 : e 23 49 - e 24 25 : e 24 50 - e 25 26 - e 25 27 : e 27 28 : e 27 51 - e 28 52 - e 29 30 : e 29 53 - e 30 54 -
4.752,v 0 C v 1 C v 2 N v 3 O v 4 C v 5 C v 6 O v 7 O v 8 C v 9 C v 10 C v 11 N v 12 C v 13 C v 14 C v 15 C v 16 C v 17 C v 18 N v 19 C v 20 C v 21 C v 22 C v 23 C v 24 C v 25 C v 26 C v 27 C v 28 C v 29 C v 30 C v 31 C v 32 O v 33 C v 34 O v 35 H v 36 H v 37 H v 38 H v 39 H v 40 H v 41 H v 42 H v 43 H v 44 H v 45 H v 46 H v 47 H v 48 H v 49 H v 50 H v 51 H v 52 H v 53 H v 54 H v 55 H v 56 H v 57 H v 58 H e 0 1 - e 0 35 - e 0 36 - e 0 37 - e 1 2 = e 1 26 - e 2 3 - e 3 4 - e 4 5 - e 4 38 - e 4 39 - e 5 6 = e 5 7 - e 7 8 - e 8 9 - e 8 40 - e 8 41 - e 9 10 - e 9 19 - e 10 11 - e 10 42 - e 11 12 - e 11 18 - e 11 43 - e 12 13 : e 12 17 : e 13 14 : e 13 44 - e 14 15 : e 14 45 - e 15 16 : e 15 46 - e 16 17 : e 16 47 - e 17 48 - e 18 19 - e 19 20 - e 20 21 : e 20 25 : e 21 22 : e 21 49 - e 22 23 : e 22 50 - e 23 24 : e 23 51 - e 24 25 : e 24 52 - e 25 53 - e 26 27 : e 26 31 : e 27 28 : e 27 54 - e 28 29 : e 28 55 - e 29 30 : e 29 34 - e 30 31 : e 30 32 - e 31 56 - e 32 33 - e 33 34 - e 33 57 - e 33 58 -
